id_origine,id_destination,nom_origine,nom_destination,cout_usd,distance_km,temps_h,vehicule_depart,vehicule_arrivee,n_transbordements
2,7,Kabarondo (OSM),Kayonza (OSM),0.7495069684577629,16.223984694822995,0.34053156468300483,camion_lourd,camion_lourd,0
2,8,Kabarondo (OSM),Musanze - Centre Nord,9.050640083109734,168.19872403407314,5.418139866177523,camion_lourd,camion_lourd,0
2,9,Kabarondo (OSM),Nemba (OSM),7.532546525109507,135.95164657965933,4.512081934867921,camion_lourd,camion_lourd,0
2,10,Kabarondo (OSM),Katuna (OSM),6.295653100638014,122.61919418514202,3.6334246176682936,camion_lourd,camion_lourd,0
2,11,Kabarondo (OSM),Karongi (OSM),10.03305116653729,199.91639449850607,6.015944271529922,camion_lourd,camion_lourd,0
2,12,Kabarondo (OSM),Huye (Butare) - Centre Sud,9.344584763211557,184.41377802673853,4.957854579814789,camion_lourd,camion_lourd,0
2,13,Kabarondo (OSM),Gatsibo (OSM),3.0845918022411483,66.48814631353397,1.5862801560665334,camion_lourd,camion_lourd,0
2,14,Kabarondo (OSM),Byumba (OSM),5.459458386693214,101.75626020185179,3.1866913545193114,camion_lourd,camion_lourd,0
2,15,Kabarondo (OSM),Kigali (OSM),3.7303340691001052,66.60973655638992,2.400897130956639,camion_lourd,camion_lourd,0
2,16,Kabarondo (OSM),Gasabo (OSM),3.583342192727553,62.79297373903469,2.3324563012823467,camion_lourd,camion_lourd,0
2,17,Kabarondo (OSM),Zone industrielle 17,4.395366406899308,74.0530792448242,2.863381723392634,camion_lourd,camion_lourd,0
2,18,Kabarondo (OSM),Zone industrielle 3,4.171439948469013,73.07296950932557,2.6249520782525564,camion_lourd,camion_lourd,0
2,19,Kabarondo (OSM),Zone industrielle 4,3.980632682982451,71.34964284020818,2.486386593879576,camion_lourd,camion_lourd,0
2,20,Kabarondo (OSM),Murindi (OSM),3.3154033151541795,58.975558259304954,2.177605481565399,camion_lourd,camion_lourd,0
2,21,Kabarondo (OSM),Rilima (OSM),4.780326790960725,79.20178844642025,3.084114044327234,camion_lourd,camion_lourd,0
2,22,Kabarondo (OSM),Zone industrielle 18,4.432662990033378,71.8619518049586,2.291057465359972,camion_lourd,camion_lourd,0
2,23,Kabarondo (OSM),Zone industrielle 19,4.552058940269982,74.96314531759765,2.3530813356127527,camion_lourd,camion_lourd,0
